Date,Vendor,Item,Qty,Unit Price,Line Total
12/26/2024,Party Time Balloon Co.,BALLOON ARCH,1,47.00,47.00
12/26/2024,Party Time Balloon Co.,centerpiece,4,6.50,"$26.00"
12/26/24,TONY'S PIZZA CO,Party Pizza,3,"$37.00","$111.00"
12/26/2024,Theme Party Decor,themed decor kit,4,32.00,"$128.00"
12/27/24,PARTY TIME BALLOONS,BALLOON ARCH,1,"$47.00",47.00
12/27/2024,PARTY TIME BALLOONS,centerpiece,6,"$6.50",39.00
2024-12-27,TONY'S PIZZA CO,PARTY PIZZA,4,37.00,148.00
12/27/2024,Theme Party Decor,themed decor kit,3,"$32.00",96.00
12/17/24,PARTY TIME BALLOONS,BALLOON ARCH,1,"$47.00",47.00
12/17/24,PARTY TIME BALLOONS,centerpiece,3,6.50,"$19.50"
12/17/2024,Tony's Pizza,party pizza,5,37.00,"$185.00"
2024-12-17,Theme Party Decor,themed decor kit,3,32.00,96.00
12/25/24,PARTY TIME BALLOONS,Balloon Arch,1,"$47.00","$47.00"
2024-12-25,PARTY TIME BALLOONS,Centerpiece,5,"$6.50",32.50
12/25/24,TONY'S PIZZA CO,party pizza,3,37.00,111.00
2024-12-25,Theme Party Decor,themed decor kit,4,32.00,128.00
12/2/24,Roast House Coffee,whole bean 5lb,2,46.25,92.50
2024-12-02,Roast House Coffee,Snack Pack,4,12.00,"$48.00"
12/21/2024,ROAST HOUSE COFFEE,Whole Bean 5lb,2,"$46.56",93.12
12/21/24,ROAST HOUSE COFFEE,snack pack,3,"$12.00",36.00
12/27/2024,CleanCo Supply Inc,cleaning supplies,1,52.00,52.00
1/26/25,Party Time Balloons LLC,balloon arch,1,47.00,47.00
1/26/25,Party Time Balloons LLC,Centerpiece,5,6.50,32.50
01/26/2025,Tony's Pizza,party pizza,4,"$37.00",148.00
01/26/2025,THEME PARTY DECOR CO.,themed decor kit,3,"$32.00",96.00
01/07/2025,PARTY TIME BALLOONS,balloon arch,1,"$47.00","$47.00"
01/07/2025,PARTY TIME BALLOONS,Centerpiece,6,"$6.50",39.00
2025-01-07,Tony's Pizza,party pizza,4,"$37.00",148.00
1/7/25,Theme Party Decor Co,Themed Decor Kit,4,32.00,128.00
2025-01-02,Party Time Balloon Co.,balloon arch,1,"$47.00",47.00
1/2/25,Party Time Balloon Co.,centerpiece,3,6.50,19.50
01/02/2025,Tony's Pizza,party pizza,3,37.00,111.00
1/2/25,Theme Party Decor,themed decor kit,4,"$32.00","$128.00"
2025-01-13,Party Time Balloons,Balloon Arch,1,"$47.00",47.00
1/13/25,Party Time Balloons,centerpiece,4,"$6.50",26.00
1/13/25,Tony's Pizza,party pizza,4,37.00,148.00
1/13/25,Theme Party Decor,themed decor kit,3,32.00,"$96.00"
01/24/2025,Party Time Balloons LLC,balloon arch,1,"$47.00",47.00
01/24/2025,Party Time Balloons LLC,centerpiece,6,"$6.50","$39.00"
2025-01-24,Tony's Pizza Co.,party pizza,2,37.00,74.00
01/24/2025,THEME PARTY DECOR CO.,Themed Decor Kit,3,32.00,96.00
01/09/2025,PARTY TIME BALLOONS,balloon arch,1,47.00,47.00
2025-01-09,PARTY TIME BALLOONS,Centerpiece,4,6.50,"$26.00"
01/09/2025,Tonys Pizza,Party Pizza,2,37.00,74.00
2025-01-09,Theme Party Decor,themed decor kit,3,32.00,96.00
01/06/2025,Party Time Balloons,BALLOON ARCH,1,"$47.00",47.00
2025-01-06,Party Time Balloons,centerpiece,3,6.50,"$19.50"
1/6/25,Tonys Pizza,PARTY PIZZA,4,"$37.00","$148.00"
01/06/2025,Theme Party Decor Co,Themed Decor Kit,3,32.00,96.00
01/25/2025,Party Time Balloon Co.,Balloon Arch,1,"$47.00",47.00
01/25/2025,Party Time Balloon Co.,centerpiece,4,"$6.50","$26.00"
2025-01-25,Tonys Pizza,PARTY PIZZA,3,"$37.00","$111.00"
01/25/2025,Theme Party Decor,themed decor kit,4,32.00,"$128.00"
1/3/25,Roast House Coffee,Whole Bean 5lb,3,45.77,137.31
2025-01-03,Roast House Coffee,Snack Pack,2,12.00,24.00
01/19/2025,Roast House Coffee Co.,Whole Bean 5lb,2,46.08,92.16
2025-01-19,Roast House Coffee Co.,Snack Pack,2,"$12.00",24.00
2025-01-28,CLEANCO SUPPLY,cleaning supplies,1,50.75,"$50.75"
2/15/25,Party Time Balloons LLC,balloon arch,1,47.00,"$47.00"
02/15/2025,Party Time Balloons LLC,Centerpiece,7,6.50,"$45.50"
2/15/25,Tony's Pizza Co.,Party Pizza,2,37.00,"$74.00"
2025-02-15,THEME PARTY DECOR CO.,Themed Decor Kit,3,32.00,"$96.00"
2025-02-22,Party Time Balloon Co.,BALLOON ARCH,1,47.00,47.00
02/22/2025,Party Time Balloon Co.,centerpiece,4,"$6.50",26.00
02/22/2025,Tony's Pizza,Party Pizza,3,37.00,"$111.00"
2/22/25,Theme Party Decor Co,themed decor kit,3,32.00,"$96.00"
2025-02-16,Party Time Balloons,balloon arch,1,"$47.00","$47.00"
02/16/2025,Party Time Balloons,Centerpiece,4,6.50,26.00
2/16/25,Tonys Pizza,party pizza,4,"$37.00",148.00
2/16/25,THEME PARTY DECOR CO.,themed decor kit,4,32.00,128.00
2/14/25,Party Time Balloons,Balloon Arch,1,47.00,47.00
2/14/25,Party Time Balloons,centerpiece,5,6.50,32.50
2025-02-14,Tonys Pizza,PARTY PIZZA,3,37.00,"$111.00"
2/14/25,Theme Party Decor Co,themed decor kit,4,32.00,128.00
02/20/2025,Party Time Balloons,Balloon Arch,1,"$47.00","$47.00"
2/20/25,Party Time Balloons,Centerpiece,6,"$6.50",39.00
2/20/25,Tony's Pizza Co.,party pizza,5,"$37.00","$185.00"
02/20/2025,THEME PARTY DECOR CO.,Themed Decor Kit,4,32.00,128.00
2/22/25,Party Time Balloons LLC,Balloon Arch,1,47.00,"$47.00"
02/22/2025,Party Time Balloons LLC,Centerpiece,4,"$6.50",26.00
2025-02-22,Tonys Pizza,PARTY PIZZA,5,37.00,"$185.00"
2025-02-22,Theme Party Decor,Themed Decor Kit,4,32.00,128.00
2/17/25,Party Time Balloon Co.,balloon arch,1,"$47.00","$47.00"
2025-02-17,Party Time Balloon Co.,centerpiece,5,6.50,32.50
02/17/2025,Tonys Pizza,Party Pizza,5,"$37.00","$185.00"
2/17/25,Theme Party Decor Co,themed decor kit,3,"$32.00",96.00
2/3/25,Party Time Balloon Co.,BALLOON ARCH,1,47.00,47.00
2025-02-03,Party Time Balloon Co.,Centerpiece,6,6.50,"$39.00"
2/3/25,Tony's Pizza,Party Pizza,3,37.00,111.00
2/3/25,Theme Party Decor,themed decor kit,4,"$32.00","$128.00"
2025-02-07,PARTY TIME BALLOONS,balloon arch,1,"$47.00","$47.00"
2025-02-07,PARTY TIME BALLOONS,centerpiece,2,"$6.50","$13.00"
2/7/25,Tony's Pizza,Party Pizza,5,37.00,"$185.00"
02/07/2025,THEME PARTY DECOR CO.,themed decor kit,4,32.00,128.00
2025-02-27,Party Time Balloons LLC,balloon arch,1,47.00,"$47.00"
02/27/2025,Party Time Balloons LLC,Centerpiece,4,6.50,"$26.00"
2/27/25,TONY'S PIZZA CO,party pizza,4,"$37.00",148.00
2/27/25,Theme Party Decor,themed decor kit,4,"$32.00","$128.00"
2/23/25,Party Time Balloon Co.,BALLOON ARCH,1,"$47.00",47.00
2/23/25,Party Time Balloon Co.,centerpiece,3,"$6.50",19.50
2/23/25,Tony's Pizza Co.,party pizza,4,"$37.00",148.00
02/23/2025,Theme Party Decor Co,themed decor kit,3,"$32.00","$96.00"
2025-02-06,ROAST HOUSE COFFEE,Whole Bean 5lb,2,45.61,91.23
02/06/2025,ROAST HOUSE COFFEE,Snack Pack,3,"$12.00",36.00
2/21/25,Roast House Coffee,Whole Bean 5lb,2,47.07,"$94.14"
2025-02-21,Roast House Coffee,Snack Pack,4,"$12.00",48.00
02/25/2025,CleanCo Supply Inc,cleaning supplies,1,48.99,48.99
2/14/25,Playworks Toys LLC,play equipment,3,"$45.93",137.80
2025-03-25,Party Time Balloon Co.,balloon arch,1,47.00,47.00
2025-03-25,Party Time Balloon Co.,centerpiece,7,6.50,45.50
3/25/25,Tony's Pizza Co.,party pizza,3,"$37.00","$111.00"
03/25/2025,THEME PARTY DECOR CO.,Themed Decor Kit,4,"$32.00",128.00
2025-03-18,Party Time Balloon Co.,BALLOON ARCH,1,"$47.00","$47.00"
2025-03-18,Party Time Balloon Co.,Centerpiece,5,"$6.50",32.50
3/18/25,Tonys Pizza,Party Pizza,3,"$37.00",111.00
2025-03-18,Theme Party Decor,Themed Decor Kit,4,"$32.00","$128.00"
03/08/2025,Party Time Balloon Co.,BALLOON ARCH,1,47.00,47.00
3/8/25,Party Time Balloon Co.,Centerpiece,3,"$6.50","$19.50"
2025-03-08,Tony's Pizza Co.,PARTY PIZZA,3,"$37.00",111.00
2025-03-08,Theme Party Decor Co,themed decor kit,4,"$32.00",128.00
2025-03-29,Party Time Balloons LLC,Balloon Arch,1,47.00,"$47.00"
2025-03-29,Party Time Balloons LLC,centerpiece,6,6.50,39.00
3/29/25,Tony's Pizza,Party Pizza,2,37.00,74.00
03/29/2025,Theme Party Decor Co,themed decor kit,4,32.00,128.00
2025-03-14,PARTY TIME BALLOONS,BALLOON ARCH,1,"$47.00","$47.00"
3/14/25,PARTY TIME BALLOONS,centerpiece,4,6.50,26.00
03/14/2025,Tonys Pizza,Party Pizza,5,"$37.00",185.00
3/14/25,Theme Party Decor Co,Themed Decor Kit,4,32.00,"$128.00"
3/22/25,Party Time Balloons LLC,balloon arch,1,"$47.00",47.00
03/22/2025,Party Time Balloons LLC,centerpiece,3,6.50,19.50
3/22/25,TONY'S PIZZA CO,PARTY PIZZA,4,37.00,148.00
3/22/25,THEME PARTY DECOR CO.,themed decor kit,4,"$32.00",128.00
2025-03-14,PARTY TIME BALLOONS,Balloon Arch,1,47.00,"$47.00"
2025-03-14,PARTY TIME BALLOONS,centerpiece,4,"$6.50","$26.00"
03/14/2025,TONY'S PIZZA CO,Party Pizza,3,37.00,111.00
3/14/25,Theme Party Decor Co,Themed Decor Kit,4,"$32.00",128.00
03/21/2025,Party Time Balloon Co.,balloon arch,1,47.00,47.00
3/21/25,Party Time Balloon Co.,Centerpiece,5,"$6.50",32.50
2025-03-21,TONY'S PIZZA CO,party pizza,2,37.00,74.00
3/21/25,Theme Party Decor Co,themed decor kit,4,"$32.00",128.00
2025-03-05,Roast House Coffee Co.,whole bean 5lb,2,46.97,93.94
2025-03-05,Roast House Coffee Co.,Snack Pack,2,12.00,24.00
03/18/2025,Roast House Coffee,Whole Bean 5lb,2,44.80,"$89.61"
2025-03-18,Roast House Coffee,Snack Pack,1,12.00,12.00
3/25/25,CLEANCO SUPPLY,cleaning supplies,1,50.82,50.82
4/25/25,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,47.00
2025-04-25,PARTY TIME BALLOONS,centerpiece,4,6.50,26.00
04/25/2025,Tony's Pizza,Party Pizza,3,"$37.00",111.00
04/25/2025,THEME PARTY DECOR CO.,Themed Decor Kit,4,32.00,128.00
04/26/2025,PARTY TIME BALLOONS,Balloon Arch,1,"$47.00","$47.00"
4/26/25,PARTY TIME BALLOONS,Centerpiece,3,6.50,19.50
04/26/2025,Tony's Pizza Co.,party pizza,4,37.00,148.00
2025-04-26,Theme Party Decor,themed decor kit,4,32.00,128.00
2025-04-18,Party Time Balloons LLC,Balloon Arch,1,47.00,47.00
4/18/25,Party Time Balloons LLC,centerpiece,4,"$6.50",26.00
04/18/2025,Tony's Pizza,party pizza,4,37.00,"$148.00"
04/18/2025,Theme Party Decor Co,Themed Decor Kit,4,"$32.00",128.00
04/21/2025,Party Time Balloons,balloon arch,1,47.00,"$47.00"
2025-04-21,Party Time Balloons,centerpiece,7,"$6.50",45.50
4/21/25,TONY'S PIZZA CO,party pizza,3,37.00,111.00
2025-04-21,THEME PARTY DECOR CO.,Themed Decor Kit,4,"$32.00",128.00
4/22/25,PARTY TIME BALLOONS,balloon arch,1,"$47.00",47.00
04/22/2025,PARTY TIME BALLOONS,Centerpiece,4,6.50,"$26.00"
4/22/25,TONY'S PIZZA CO,PARTY PIZZA,4,37.00,148.00
04/22/2025,Theme Party Decor,Themed Decor Kit,4,32.00,128.00
04/23/2025,PARTY TIME BALLOONS,Balloon Arch,1,47.00,47.00
2025-04-23,PARTY TIME BALLOONS,Centerpiece,4,6.50,26.00
4/23/25,Tony's Pizza,PARTY PIZZA,4,37.00,148.00
4/23/25,Theme Party Decor,Themed Decor Kit,4,32.00,"$128.00"
2025-04-14,Party Time Balloons LLC,balloon arch,1,47.00,47.00
2025-04-14,Party Time Balloons LLC,Centerpiece,3,"$6.50",19.50
4/14/25,Tony's Pizza Co.,party pizza,3,37.00,"$111.00"
2025-04-14,THEME PARTY DECOR CO.,themed decor kit,4,"$32.00","$128.00"
2025-04-06,Party Time Balloon Co.,BALLOON ARCH,1,"$47.00","$47.00"
4/6/25,Party Time Balloon Co.,centerpiece,4,"$6.50","$26.00"
2025-04-06,TONY'S PIZZA CO,Party Pizza,5,"$37.00",185.00
2025-04-06,Theme Party Decor,themed decor kit,4,32.00,128.00
2025-04-03,Party Time Balloons LLC,BALLOON ARCH,1,"$47.00",47.00
4/3/25,Party Time Balloons LLC,Centerpiece,7,6.50,45.50
04/03/2025,Tony's Pizza Co.,Party Pizza,3,37.00,111.00
4/3/25,THEME PARTY DECOR CO.,themed decor kit,4,"$32.00",128.00
04/10/2025,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,"$47.00"
04/10/2025,PARTY TIME BALLOONS,centerpiece,4,"$6.50","$26.00"
2025-04-10,Tonys Pizza,PARTY PIZZA,4,37.00,"$148.00"
04/10/2025,THEME PARTY DECOR CO.,Themed Decor Kit,4,32.00,"$128.00"
04/14/2025,Party Time Balloons LLC,BALLOON ARCH,1,47.00,47.00
04/14/2025,Party Time Balloons LLC,Centerpiece,7,"$6.50",45.50
4/14/25,Tony's Pizza Co.,Party Pizza,4,37.00,"$148.00"
2025-04-14,Theme Party Decor Co,Themed Decor Kit,4,"$32.00",128.00
04/26/2025,PARTY TIME BALLOONS,Balloon Arch,1,"$47.00",47.00
4/26/25,PARTY TIME BALLOONS,Centerpiece,7,6.50,45.50
04/26/2025,Tonys Pizza,party pizza,3,37.00,"$111.00"
2025-04-26,Theme Party Decor,Themed Decor Kit,4,32.00,128.00
4/5/25,ROAST HOUSE COFFEE,whole bean 5lb,3,"$45.52",136.57
2025-04-05,ROAST HOUSE COFFEE,snack pack,3,12.00,36.00
04/21/2025,Roast House Coffee,Whole Bean 5lb,1,45.23,45.23
4/21/25,Roast House Coffee,Snack Pack,2,12.00,"$24.00"
2025-04-24,CleanCo Supply,cleaning supplies,1,47.73,47.73
,,MONTH TOTAL,,,"$1,563.25"
5/21/25,Party Time Balloons LLC,Balloon Arch,1,"$47.00",47.00
2025-05-21,Party Time Balloons LLC,centerpiece,5,"$6.50",32.50
2025-05-21,Tony's Pizza Co.,PARTY PIZZA,5,"$37.00","$185.00"
2025-05-21,THEME PARTY DECOR CO.,Themed Decor Kit,4,"$32.00","$128.00"
05/18/2025,Party Time Balloons,balloon arch,1,"$47.00",47.00
2025-05-18,Party Time Balloons,centerpiece,7,6.50,45.50
05/18/2025,Tony's Pizza,PARTY PIZZA,4,"$37.00",148.00
5/18/25,Theme Party Decor,themed decor kit,4,32.00,128.00
05/12/2025,Party Time Balloons LLC,balloon arch,1,47.00,47.00
2025-05-12,Party Time Balloons LLC,centerpiece,2,6.50,13.00
5/12/25,Tonys Pizza,Party Pizza,3,"$37.00","$111.00"
5/12/25,THEME PARTY DECOR CO.,themed decor kit,4,"$32.00","$128.00"
05/02/2025,Party Time Balloon Co.,balloon arch,1,47.00,47.00
2025-05-02,Party Time Balloon Co.,centerpiece,2,6.50,13.00
2025-05-02,Tony's Pizza,party pizza,3,"$37.00","$111.00"
05/02/2025,Theme Party Decor Co,themed decor kit,4,"$32.00",128.00
5/22/25,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,"$47.00"
2025-05-22,PARTY TIME BALLOONS,centerpiece,4,"$6.50","$26.00"
2025-05-22,Tony's Pizza Co.,party pizza,2,37.00,"$74.00"
5/22/25,Theme Party Decor,Themed Decor Kit,4,"$32.00",128.00
5/20/25,Party Time Balloons,Balloon Arch,1,47.00,47.00
2025-05-20,Party Time Balloons,Centerpiece,7,6.50,45.50
5/20/25,Tony's Pizza,party pizza,4,"$37.00",148.00
5/20/25,Theme Party Decor,themed decor kit,4,"$32.00",128.00
5/30/25,PARTY TIME BALLOONS,balloon arch,1,"$47.00",47.00
5/30/25,PARTY TIME BALLOONS,Centerpiece,2,6.50,13.00
5/30/25,Tony's Pizza Co.,Party Pizza,5,37.00,"$185.00"
5/30/25,Theme Party Decor Co,Themed Decor Kit,4,32.00,"$128.00"
5/7/25,Party Time Balloons LLC,BALLOON ARCH,1,47.00,"$47.00"
05/07/2025,Party Time Balloons LLC,centerpiece,5,"$6.50",32.50
5/7/25,Tony's Pizza,PARTY PIZZA,4,37.00,"$148.00"
5/7/25,Theme Party Decor,themed decor kit,4,"$32.00",128.00
5/7/25,PARTY TIME BALLOONS,Balloon Arch,1,47.00,"$47.00"
05/07/2025,PARTY TIME BALLOONS,centerpiece,3,"$6.50",19.50
5/7/25,Tonys Pizza,Party Pizza,5,37.00,185.00
5/7/25,THEME PARTY DECOR CO.,themed decor kit,4,32.00,"$128.00"
5/11/25,Party Time Balloons LLC,BALLOON ARCH,1,47.00,"$47.00"
5/11/25,Party Time Balloons LLC,Centerpiece,5,6.50,32.50
2025-05-11,Tony's Pizza,PARTY PIZZA,4,"$37.00",148.00
2025-05-11,Theme Party Decor Co,themed decor kit,4,32.00,128.00
05/21/2025,Party Time Balloons LLC,balloon arch,1,47.00,47.00
2025-05-21,Party Time Balloons LLC,centerpiece,5,"$6.50",32.50
05/21/2025,Tonys Pizza,PARTY PIZZA,5,37.00,"$185.00"
2025-05-21,THEME PARTY DECOR CO.,themed decor kit,4,32.00,"$128.00"
5/4/25,ROAST HOUSE COFFEE,whole bean 5lb,2,47.33,94.66
05/04/2025,ROAST HOUSE COFFEE,Snack Pack,2,12.00,24.00
2025-05-19,Roast House Coffee Co.,Whole Bean 5lb,2,46.18,92.37
5/19/25,Roast House Coffee Co.,snack pack,3,"$12.00","$36.00"
2025-05-25,CleanCo Supply,cleaning supplies,1,"$47.62",47.62
2025-05-15,Playworks Toys,play equipment,2,53.04,"$106.09"
06/28/2025,Party Time Balloon Co.,BALLOON ARCH,1,47.00,"$47.00"
06/28/2025,Party Time Balloon Co.,Centerpiece,4,"$6.50",26.00
6/28/25,TONY'S PIZZA CO,party pizza,4,37.00,"$148.00"
06/28/2025,THEME PARTY DECOR CO.,themed decor kit,4,32.00,"$128.00"
6/22/25,Party Time Balloons,balloon arch,1,"$47.00",47.00
2025-06-22,Party Time Balloons,centerpiece,2,6.50,13.00
2025-06-22,Tony's Pizza Co.,party pizza,4,37.00,"$148.00"
6/22/25,Theme Party Decor Co,Themed Decor Kit,4,"$32.00",128.00
06/04/2025,Party Time Balloons,BALLOON ARCH,1,"$47.00",47.00
2025-06-04,Party Time Balloons,centerpiece,4,"$6.50",26.00
06/04/2025,Tonys Pizza,Party Pizza,3,37.00,111.00
2025-06-04,Theme Party Decor Co,themed decor kit,4,"$32.00",128.00
06/18/2025,PARTY TIME BALLOONS,Balloon Arch,1,47.00,47.00
2025-06-18,PARTY TIME BALLOONS,Centerpiece,4,6.50,"$26.00"
06/18/2025,Tony's Pizza Co.,PARTY PIZZA,4,"$37.00",148.00
06/18/2025,Theme Party Decor Co,themed decor kit,4,32.00,128.00
06/17/2025,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,47.00
06/17/2025,PARTY TIME BALLOONS,Centerpiece,4,"$6.50",26.00
6/17/25,Tony's Pizza,Party Pizza,5,"$37.00","$185.00"
2025-06-17,Theme Party Decor Co,Themed Decor Kit,4,"$32.00",128.00
2025-06-20,Party Time Balloons,Balloon Arch,1,47.00,"$47.00"
2025-06-20,Party Time Balloons,centerpiece,3,6.50,"$19.50"
06/20/2025,Tonys Pizza,party pizza,4,37.00,148.00
6/20/25,Theme Party Decor Co,Themed Decor Kit,4,"$32.00",128.00
2025-06-02,Party Time Balloons,BALLOON ARCH,1,47.00,"$47.00"
2025-06-02,Party Time Balloons,centerpiece,6,"$6.50","$39.00"
06/02/2025,Tony's Pizza Co.,PARTY PIZZA,4,37.00,148.00
2025-06-02,Theme Party Decor,Themed Decor Kit,4,32.00,128.00
2025-06-12,Party Time Balloons LLC,balloon arch,1,47.00,47.00
6/12/25,Party Time Balloons LLC,Centerpiece,7,6.50,"$45.50"
6/12/25,Tony's Pizza,Party Pizza,3,37.00,111.00
06/12/2025,THEME PARTY DECOR CO.,themed decor kit,4,"$32.00","$128.00"
2025-06-21,Party Time Balloons,BALLOON ARCH,1,"$47.00",47.00
6/21/25,Party Time Balloons,Centerpiece,4,6.50,"$26.00"
06/21/2025,TONY'S PIZZA CO,Party Pizza,5,"$37.00",185.00
6/21/25,THEME PARTY DECOR CO.,Themed Decor Kit,4,32.00,"$128.00"
6/29/25,Party Time Balloons,balloon arch,1,47.00,"$47.00"
6/29/25,Party Time Balloons,Centerpiece,7,"$6.50","$45.50"
2025-06-29,Tony's Pizza,party pizza,3,"$37.00",111.00
2025-06-29,Theme Party Decor,themed decor kit,4,"$32.00","$128.00"
06/07/2025,ROAST HOUSE COFFEE,whole bean 5lb,3,"$45.31","$135.93"
2025-06-07,ROAST HOUSE COFFEE,Snack Pack,1,12.00,"$12.00"
6/21/25,Roast House Coffee,Whole Bean 5lb,2,"$45.53",91.06
06/21/2025,Roast House Coffee,snack pack,1,12.00,12.00
6/25/25,CleanCo Supply,cleaning supplies,1,48.13,"$48.13"
7/11/25,Party Time Balloons LLC,Balloon Arch,1,47.00,"$47.00"
2025-07-11,Party Time Balloons LLC,Centerpiece,4,6.50,26.00
2025-07-11,Tony's Pizza,party pizza,4,"$37.00",148.00
07/11/2025,THEME PARTY DECOR CO.,themed decor kit,4,"$32.00",128.00
7/29/25,PARTY TIME BALLOONS,Balloon Arch,1,47.00,47.00
2025-07-29,PARTY TIME BALLOONS,centerpiece,4,6.50,26.00
7/29/25,Tony's Pizza Co.,Party Pizza,4,37.00,148.00
7/29/25,THEME PARTY DECOR CO.,Themed Decor Kit,4,"$32.00","$128.00"
07/09/2025,Party Time Balloon Co.,Balloon Arch,1,47.00,47.00
07/09/2025,Party Time Balloon Co.,Centerpiece,4,"$6.50",26.00
7/9/25,Tony's Pizza,party pizza,5,"$37.00","$185.00"
07/09/2025,THEME PARTY DECOR CO.,themed decor kit,4,32.00,128.00
07/10/2025,Party Time Balloons LLC,BALLOON ARCH,1,47.00,"$47.00"
07/10/2025,Party Time Balloons LLC,Centerpiece,2,6.50,13.00
2025-07-10,TONY'S PIZZA CO,PARTY PIZZA,4,37.00,"$148.00"
7/10/25,Theme Party Decor,themed decor kit,4,"$32.00","$128.00"
7/4/25,Party Time Balloons,balloon arch,1,"$47.00",47.00
2025-07-04,Party Time Balloons,centerpiece,4,"$6.50",26.00
07/04/2025,TONY'S PIZZA CO,Party Pizza,4,"$37.00",148.00
2025-07-04,Theme Party Decor,Themed Decor Kit,4,32.00,"$128.00"
2025-07-23,PARTY TIME BALLOONS,BALLOON ARCH,1,"$47.00",47.00
07/23/2025,PARTY TIME BALLOONS,centerpiece,6,6.50,"$39.00"
07/23/2025,Tonys Pizza,party pizza,5,"$37.00",185.00
07/23/2025,THEME PARTY DECOR CO.,themed decor kit,4,"$32.00",128.00
07/22/2025,Party Time Balloons,balloon arch,1,47.00,47.00
2025-07-22,Party Time Balloons,centerpiece,6,6.50,"$39.00"
7/22/25,Tonys Pizza,PARTY PIZZA,4,"$37.00",148.00
7/22/25,Theme Party Decor Co,themed decor kit,4,"$32.00",128.00
7/2/25,Party Time Balloon Co.,balloon arch,1,47.00,"$47.00"
07/02/2025,Party Time Balloon Co.,Centerpiece,4,6.50,"$26.00"
07/02/2025,TONY'S PIZZA CO,PARTY PIZZA,4,"$37.00","$148.00"
07/02/2025,Theme Party Decor Co,themed decor kit,5,32.00,160.00
7/5/25,Party Time Balloon Co.,BALLOON ARCH,1,47.00,47.00
2025-07-05,Party Time Balloon Co.,Centerpiece,5,"$6.50",32.50
07/05/2025,Tony's Pizza,party pizza,3,"$37.00",111.00
7/5/25,Theme Party Decor,Themed Decor Kit,4,32.00,"$128.00"
7/22/25,Party Time Balloons,balloon arch,1,47.00,"$47.00"
07/22/2025,Party Time Balloons,centerpiece,4,"$6.50",26.00
7/22/25,TONY'S PIZZA CO,PARTY PIZZA,3,37.00,111.00
7/22/25,THEME PARTY DECOR CO.,Themed Decor Kit,4,32.00,128.00
07/03/2025,ROAST HOUSE COFFEE,Whole Bean 5lb,2,"$45.58",91.17
7/3/25,ROAST HOUSE COFFEE,snack pack,3,12.00,36.00
07/17/2025,ROAST HOUSE COFFEE,whole bean 5lb,1,"$45.87","$45.87"
07/17/2025,ROAST HOUSE COFFEE,Snack Pack,3,"$12.00",36.00
7/27/25,CLEANCO SUPPLY,cleaning supplies,1,49.20,49.20
2025-08-11,Party Time Balloons LLC,Balloon Arch,1,47.00,47.00
08/11/2025,Party Time Balloons LLC,Centerpiece,7,6.50,45.50
08/11/2025,TONY'S PIZZA CO,PARTY PIZZA,3,"$37.00","$111.00"
8/11/25,Theme Party Decor Co,Themed Decor Kit,4,32.00,"$128.00"
2025-08-22,Party Time Balloons LLC,balloon arch,1,47.00,"$47.00"
8/22/25,Party Time Balloons LLC,Centerpiece,2,6.50,13.00
08/22/2025,Tony's Pizza Co.,Party Pizza,3,"$37.00",111.00
8/22/25,THEME PARTY DECOR CO.,themed decor kit,4,"$32.00","$128.00"
8/6/25,Party Time Balloons LLC,balloon arch,1,47.00,47.00
2025-08-06,Party Time Balloons LLC,centerpiece,3,6.50,"$19.50"
8/6/25,TONY'S PIZZA CO,PARTY PIZZA,3,37.00,"$111.00"
8/6/25,THEME PARTY DECOR CO.,Themed Decor Kit,4,32.00,"$128.00"
8/27/25,PARTY TIME BALLOONS,balloon arch,1,47.00,"$47.00"
8/27/25,PARTY TIME BALLOONS,Centerpiece,6,6.50,39.00
8/27/25,Tony's Pizza Co.,party pizza,2,37.00,"$74.00"
2025-08-27,Theme Party Decor,themed decor kit,5,32.00,"$160.00"
8/12/25,Party Time Balloons LLC,balloon arch,1,47.00,47.00
08/12/2025,Party Time Balloons LLC,centerpiece,4,"$6.50","$26.00"
8/12/25,TONY'S PIZZA CO,party pizza,3,37.00,111.00
2025-08-12,Theme Party Decor,themed decor kit,4,32.00,128.00
08/15/2025,Party Time Balloons LLC,Balloon Arch,1,47.00,47.00
2025-08-15,Party Time Balloons LLC,centerpiece,3,6.50,19.50
08/15/2025,Tonys Pizza,PARTY PIZZA,3,37.00,"$111.00"
2025-08-15,Theme Party Decor Co,Themed Decor Kit,5,"$32.00","$160.00"
8/28/25,PARTY TIME BALLOONS,BALLOON ARCH,1,47.00,"$47.00"
08/28/2025,PARTY TIME BALLOONS,Centerpiece,3,6.50,19.50
2025-08-28,Tony's Pizza,party pizza,4,37.00,148.00
08/28/2025,Theme Party Decor Co,themed decor kit,4,32.00,128.00
2025-08-19,Party Time Balloons LLC,BALLOON ARCH,1,47.00,"$47.00"
2025-08-19,Party Time Balloons LLC,centerpiece,3,"$6.50",19.50
2025-08-19,Tony's Pizza Co.,party pizza,3,37.00,"$111.00"
8/19/25,THEME PARTY DECOR CO.,themed decor kit,4,32.00,"$128.00"
08/21/2025,Party Time Balloons,BALLOON ARCH,1,47.00,47.00
